"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.attention_check_prompt","Input.attention_check_response","Input.attention_check_amt_idx","Input.0_prompt","Input.0_response","Input.0_amt_idx","Input.1_prompt","Input.1_response","Input.1_amt_idx","Input.2_prompt","Input.2_response","Input.2_amt_idx","Input.3_prompt","Input.3_response","Input.3_amt_idx","Input.4_prompt","Input.4_response","Input.4_amt_idx","Input.5_prompt","Input.5_response","Input.5_amt_idx","Input.6_prompt","Input.6_response","Input.6_amt_idx","Input.8_prompt","Input.8_response","Input.8_amt_idx","Input.9_prompt","Input.9_response","Input.9_amt_idx","Input.10_prompt","Input.10_response","Input.10_amt_idx","Answer.0_amt_idx","Answer.0_appropriateness","Answer.0_humanlikeness","Answer.0_info-content","Answer.10_amt_idx","Answer.10_appropriateness","Answer.10_humanlikeness","Answer.10_info-content","Answer.1_amt_idx","Answer.1_appropriateness","Answer.1_humanlikeness","Answer.1_info-content","Answer.2_amt_idx","Answer.2_appropriateness","Answer.2_humanlikeness","Answer.2_info-content","Answer.3_amt_idx","Answer.3_appropriateness","Answer.3_humanlikeness","Answer.3_info-content","Answer.4_amt_idx","Answer.4_appropriateness","Answer.4_humanlikeness","Answer.4_info-content","Answer.5_amt_idx","Answer.5_appropriateness","Answer.5_humanlikeness","Answer.5_info-content","Answer.6_amt_idx","Answer.6_appropriateness","Answer.6_humanlikeness","Answer.6_info-content","Answer.8_amt_idx","Answer.8_appropriateness","Answer.8_humanlikeness","Answer.8_info-content","Answer.9_amt_idx","Answer.9_appropriateness","Answer.9_humanlikeness","Answer.9_info-content","Answer.attention_check_amt_idx","Answer.attention_check_appropriateness","Answer.attention_check_humanlikeness","Answer.attention_check_info-content","Answer.comment","Approve","Reject"
"3XWUWJ18TNIIJKYFTA4OL5281L7UUV","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3570Y55XZSCJHVFJ99HY8U2NOEVYG8","A2PJBSDDN22XIX","Approved","Tue Jun 28 12:17:47 PDT 2022","Tue Jun 28 12:19:55 PDT 2022","Fri Jul 01 12:19:55 PDT 2022","Tue Jun 28 19:18:50 PDT 2022","","","128","100% (25/25)","100% (25/25)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","40","A: Did you read this article?<br> B: What article?<br> A: It says the mayor spends only 11 percent of his time on city duties.","I'm not sure what you're getting at.","33","A: I want to get pancakes.<br> B: Are you crazy? It's 8:00 p.m.<br> A: Does it matter?","I love pancakes! What kind of pancakes do you like? I'm a big fan of pancakes myself.","34","A: Hi, I'm here to apply for a library card.<br> B: Is this your first time applying for one?<br> A: It's my first time applying for a card here.","It's a long process but once you do it feels good to have a library card!","35","A: Hello, this is Isabel Foster.<br> B: Hi, Isabel. Why are you calling? You can just come to my office.<br> A: I'm actually not in the office right now.","Ok you can call me anytime, you're not in office? well you can come over to my office!","36","A: Have you ever listened to AM radio? It's quite a different experience than the traditional news stations on TV and FM radio.<br> B: I don't remember the last time I listened to AM radio.","It's kind of Old-School, but I think it's a great way to get news and information.","37","A: Hey, what's that you're eating?<br> B: It's steamed rice cake. My grandma made it.<br> A: Does it taste good?","Not really but I didn't want my grandma to feel bad.","38","A: The ocean is so big.<br> B: You can't see the end of it.<br> A: It goes on and on forever.","And on and on and on and on and on and on and on and on and on and on","39","A: Welcome to Sarah's Sandwiches!<br> B: Hi! I don't know where to start.<br> A: Let's start with the bread.","Okay.","41","A: Hello, is this the Smith residence?<br> B: David! Clean your room. It's filthy!<br> A: It's not so bad, mom.","No, it's not.","42","A: The house down the street is on fire!<br> B: How do you know?<br> A: There is smoke coming up from the house!","Well maybe it's a fire pit out back, let's go see!","43","33","3","5","4","43","5","5","5","34","4","5","4","35","5","5","5","36","5","5","5","37","5","5","5","38","4","5","4","39","3","4","3","41","5","5","5","42","5","5","5","40","3","4","3","{}"
"3Y3N5A7N4I1GNLDBU9ARXGRRKNFMYT","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3SLE99ER0Q6NV4HDP9R3LQKSEJEBZE","A2PJBSDDN22XIX","Approved","Sat Jun 25 19:25:26 PDT 2022","Sat Jun 25 19:27:14 PDT 2022","Tue Jun 28 19:27:14 PDT 2022","Tue Jun 28 19:18:50 PDT 2022","","","108","100% (25/25)","100% (25/25)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","51","A: I am dying from the heat.<br> B: Turn on the air conditioner.","I can't. I'm out of money.","44","A: Is that the costume you made for the expo?<br> B: Yes, it is. I can't wait to wear it!<br> A: How long did it take you to make it?","It took me about two weeks to make it.","45","A: My parents are divorced.<br> B: So are mine.<br> A: Why did your parents get divorced?","I don't know.","46","A: Did you get invited to Wanda's party this Sunday?<br> B: I did. I even went shopping for a new outfit.<br> A: Did you also go shopping for a gift to bring?","No i really wasnt thinking we needed to bring a gift.","47","A: I'm planning to return to China after graduation.<br> B: Why are you choosing to leave a foreign country? Many people are reluctant to leave the superior living environment abroad.<br> A: Well, I think personal development is much more important than simply having a superior living environment.<br> B: Yeah, China's developing so fast and development opportunities can be found almost in every corner of the country.<br> A: absolutely, many Chinese enterprises are going global, and they are in great need of excellent returnees to help them with their overseas business.","Do you know of any companies that are hiring? I would love to work abroad.","48","A: From the looks of this house from the outside, I don't really think that I want to go inside.<br> B: From here, it does look like it could use a little work. Let's see what the interior looks like.","That's what she said.","49","A: Have you ever flown on an airplane?<br> B: Yes, I've flown in planes many times.<br> A: Were you scared?","No, I have never flown a plane.","50","A: How are you enjoying your evening?<br> B: I am enjoying it very much, thank you.<br> A: How did you come to meet the host?","I met the host through a friend of a friend.","52","A: The bartender just gave the last call. Let's order another round, okay?<br> B: Sure, but let's get a pitcher this time We should be able to down it before they close.","That sounds like a good idea. I'll be right back.","53","A: My girlfriend's mom got mad at me at the dinner table.<br> B: Why was that?<br> A: I sprinkled salt and pepper on the food before I tasted it.","I did the same with pepper. My Boyfriend didn't even notice.","54","44","3","4","3","54","4","4","3","45","5","5","5","46","4","5","3","47","5","5","4","48","5","5","5","49","1","1","1","50","4","5","4","52","5","5","5","53","3","5","3","51","4","5","4","{}"
"32ZCLEW0B1CWDZFP0P1G4X6YCOHPJY","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3L6L49WXW3Q53RCF36A0O87R4DR453","A2ZLJQWCM8KU36","Approved","Wed Jun 29 19:54:12 PDT 2022","Wed Jun 29 20:17:45 PDT 2022","Sat Jul 02 20:17:45 PDT 2022","Fri Jul 01 07:52:04 PDT 2022","","","1413","100% (80/80)","100% (80/80)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","62","A: Do you think you can identify the man you saw robbing the woman outside the bank?<br> B: I think I remember what he looked like.<br> A: Please take a look at the six men lined up.","It was a group of men. The one I saw was bald","55","A: I'm going to the bank.<br> B: What do you need to do?<br> A: I need to withdraw some money.","Okay.","56","A: We think your leg may be broken.<br> B: How will you know for sure?<br> A: We're going to take you to Radiology to get it x-rayed now.","I'm not sure, but I think I broke my leg.","57","A: Golf is so hard.<br> B: What's so hard about hitting a little white ball?<br> A: It's hard if you want to do it right.","Yeah, but the White ball is easy to hit. You just need a little patience.","58","A: Would you like to try our new item for free?<br> B: If it's free, then of course.<br> A: Great! Here it is.","Wow, this is really good!","59","A: That cloud looks just like a horse!<br> B: No, it doesn't; it looks like a cloud!<br> A: You're supposed to use your imagination.","It looks more like a cloud with a horse's face on it, but I'm not really sure what you're implying","60","A: I am so excited. I've got my first job interview.<br> B: Interview for what?<br> A: It's an engineering internship for the city of L.A.","That's great! I hope it goes well for you. What do you do for a living?","61","A: What do you feel about gay marriage?<br> B: I think everyone has the right to love who they want.","I think it's a sin.","63","A: Can I borrow your class notes?<br> B: Sure, but didn't you take any down?<br> A: I couldn't really see the board.","Why didn't you sit in the front?","64","A: Sorry. I was too worried.<br> B: I firmly believe that you love your brother very much.","I do love my brother very much, but I was too worried about him to enjoy our time together.","65","55","1","1","1","65","4","5","3","56","5","5","4","57","1","1","1","58","4","4","4","59","3","3","4","60","1","2","2","61","1","2","1","63","4","4","3","64","5","5","5","62","1","2","1","{}"
"32ZCLEW0B1CWDZFP0P1G4X6YCOHPJY","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3PMBY0YE2AWRZIR6ZBTZJMOHHQVC9Q","AY7WPVKHVNBLG","Approved","Thu Jun 23 13:06:57 PDT 2022","Thu Jun 23 13:16:27 PDT 2022","Sun Jun 26 13:16:27 PDT 2022","Sun Jun 26 13:17:13 PDT 2022","","","570","100% (5/5)","100% (5/5)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","62","A: Do you think you can identify the man you saw robbing the woman outside the bank?<br> B: I think I remember what he looked like.<br> A: Please take a look at the six men lined up.","It was a group of men. The one I saw was bald","55","A: I'm going to the bank.<br> B: What do you need to do?<br> A: I need to withdraw some money.","Okay.","56","A: We think your leg may be broken.<br> B: How will you know for sure?<br> A: We're going to take you to Radiology to get it x-rayed now.","I'm not sure, but I think I broke my leg.","57","A: Golf is so hard.<br> B: What's so hard about hitting a little white ball?<br> A: It's hard if you want to do it right.","Yeah, but the White ball is easy to hit. You just need a little patience.","58","A: Would you like to try our new item for free?<br> B: If it's free, then of course.<br> A: Great! Here it is.","Wow, this is really good!","59","A: That cloud looks just like a horse!<br> B: No, it doesn't; it looks like a cloud!<br> A: You're supposed to use your imagination.","It looks more like a cloud with a horse's face on it, but I'm not really sure what you're implying","60","A: I am so excited. I've got my first job interview.<br> B: Interview for what?<br> A: It's an engineering internship for the city of L.A.","That's great! I hope it goes well for you. What do you do for a living?","61","A: What do you feel about gay marriage?<br> B: I think everyone has the right to love who they want.","I think it's a sin.","63","A: Can I borrow your class notes?<br> B: Sure, but didn't you take any down?<br> A: I couldn't really see the board.","Why didn't you sit in the front?","64","A: Sorry. I was too worried.<br> B: I firmly believe that you love your brother very much.","I do love my brother very much, but I was too worried about him to enjoy our time together.","65","55","2","3","2","65","4","4","3","56","3","2","1","57","2","2","2","58","3","3","3","59","5","5","5","60","5","5","5","61","2","3","3","63","1","4","4","64","5","5","4","62","2","3","3","{}"
"373L46LKP9YV28I9NXW88GKZIEBKJS","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","30X31N5D66JLBIQ7O3XZUM3J9BSASQ","A1198W1SPF1R4","Approved","Thu Jun 23 12:45:54 PDT 2022","Thu Jun 23 12:55:09 PDT 2022","Sun Jun 26 12:55:09 PDT 2022","Sun Jun 26 12:55:13 PDT 2022","","","555","100% (6/6)","100% (6/6)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","73","A: Is there someone I can talk to about a payment question?<br> B: Yes, we can handle that here. How can I help you?","I can help you with that. What's up?","66","A: I always get so emotional at weddings.<br> B: Me too, especially when I see the bride and groom kiss.<br> A: The bride looked so beautiful.","I know, she was so stunning.","67","A: Let's play cards.<br> B: I don't know any card games.<br> A: I'll teach you one.","That would be great! I've been trying to learn for a while, but I just can't get the hang of it.","68","A: Are you busy tomorrow morning?","No I don't work tomorrow.","69","A: I like a window seat!<br> B: Why are you always so excited about sitting there?<br> A: I like being able to look outside.","I like being able to look inside.","70","A: That is right up my alley. You say party and I'm there.<br> B: Perfect. It will be open to the public and we anticipate roughly about five to seven hundred people.","Will it be an all day event?","71","A: Why are you yawning?<br> B: I'm sleepy.<br> A: Why don't you go to bed?","I don't know why you are yawning, but I am.","72","A: I went to Salt Lake City on business. What's up?<br> B: I got fired.","It's been a while since I've been to Utah. What did you do while you were there?","74","A: Let me check. Yes, we have.<br> B: May I try it on?","Yes. you can The fitting room is right over there.","75","A: Let me take care of the check today.<br> B: Why? It's unfair. How about going dutch?<br> A: You paid the last time, because I didn't have any money, remember?<br> B: Oh, come on, I almost forgot. Don't worry about it. I didn't mind picking up the tab last time.<br> A: But you really should let me treat one time, I feel like I own you one if I didn't.","I will. I will.","76","66","1","3","2","76","2","1","1","67","5","5","4","68","5","5","5","69","4","4","3","70","1","2","1","71","5","4","3","72","1","2","3","74","1","4","3","75","5","5","5","73","1","2","3","{}"
"373L46LKP9YV28I9NXW88GKZIEBKJS","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3HYA4D452UCN2AQH544LH5168UTF2M","ALDQRWYZ8KQ9A","Approved","Thu Jun 23 07:43:11 PDT 2022","Thu Jun 23 07:49:10 PDT 2022","Sun Jun 26 07:49:10 PDT 2022","Sun Jun 26 07:49:11 PDT 2022","","","359","100% (6/6)","100% (6/6)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","73","A: Is there someone I can talk to about a payment question?<br> B: Yes, we can handle that here. How can I help you?","I can help you with that. What's up?","66","A: I always get so emotional at weddings.<br> B: Me too, especially when I see the bride and groom kiss.<br> A: The bride looked so beautiful.","I know, she was so stunning.","67","A: Let's play cards.<br> B: I don't know any card games.<br> A: I'll teach you one.","That would be great! I've been trying to learn for a while, but I just can't get the hang of it.","68","A: Are you busy tomorrow morning?","No I don't work tomorrow.","69","A: I like a window seat!<br> B: Why are you always so excited about sitting there?<br> A: I like being able to look outside.","I like being able to look inside.","70","A: That is right up my alley. You say party and I'm there.<br> B: Perfect. It will be open to the public and we anticipate roughly about five to seven hundred people.","Will it be an all day event?","71","A: Why are you yawning?<br> B: I'm sleepy.<br> A: Why don't you go to bed?","I don't know why you are yawning, but I am.","72","A: I went to Salt Lake City on business. What's up?<br> B: I got fired.","It's been a while since I've been to Utah. What did you do while you were there?","74","A: Let me check. Yes, we have.<br> B: May I try it on?","Yes. you can The fitting room is right over there.","75","A: Let me take care of the check today.<br> B: Why? It's unfair. How about going dutch?<br> A: You paid the last time, because I didn't have any money, remember?<br> B: Oh, come on, I almost forgot. Don't worry about it. I didn't mind picking up the tab last time.<br> A: But you really should let me treat one time, I feel like I own you one if I didn't.","I will. I will.","76","66","1","1","1","76","3","2","2","67","5","5","4","68","3","2","4","69","4","4","3","70","2","2","3","71","4","5","4","72","1","1","1","74","1","1","1","75","5","4","5","73","1","1","1","None."
"3ZURAPD28AFDR5ARWXZ5O3W8G1UF1H","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3LWJHTCVCFF4UTS27FUMDNZ9OFNFQA","A2ZLJQWCM8KU36","Approved","Sun Jun 26 20:30:55 PDT 2022","Sun Jun 26 20:43:55 PDT 2022","Wed Jun 29 20:43:55 PDT 2022","Tue Jun 28 19:18:50 PDT 2022","","","780","100% (80/80)","100% (80/80)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","84","A: If only our company prescribe flex time.<br> B: The board has been considering introducing flex time.","Flex time is a great idea. It allows employees to take time off when they need it.","77","A: I need to fly to New York.<br> B: When are you going?<br> A: During the Christmas holidays.","That sounds like a lot of fun. What are you going to do there?","78","A: Can I please have a rum and coke?<br> B: You are going to have to wait until we take off and are at a cruising altitude.<br> A: I hate flying though, and I really need something to take the edge off.","Then get a nice cold rum and a can of Coke for when we get to our destination.","79","A: Thank you for coming so quickly.<br> B: What seems to be the problem?<br> A: All the channels suddenly stopped working.","You're very welcome. I'm glad you enjoyed it.","80","A: Poetry sucks.<br> B: I don't know anyone who likes it.<br> A: Some of it is okay, I guess.","Some of what is okay? I'm not sure what you're trying to say. I'm sorry.","81","A: Hello, Sir. How can we help you today?<br> B: I need to find out some more information for L / C. I would like an outline of responsibilities, both ours, yours and the beneficiary, please.<br> A: OK, to start, the conditions are specified by the buyer and may include Insurance Forms, Way Bills, Bills of Lading, Customs forms, various certificates.<br> B: OK, got it. Is there anything else I need to know before we go ahead?","The buyer will also need to know the expiry date of the L / C","82","A: Tomatoes are so strange.<br> B: What's so weird about them?<br> A: My dad made a cake with them yesterday.","Oh wow, what kind of cake was it? Was it a special occasion or something?","83","A: I am never asking girls out again.<br> B: That's crazy talk.<br> A: Sarah didn't meet up with me like we planned.","I'm sorry to hear that. Do you have any plans to ask her out again?","85","A: Hello, Mrs.White! I'm Anne.<br> B: Nice to see you with us, Anne.Please make yourself at home.","Thank you, Mrs. white. I will.","86","A: I want to be a mail carrier when I grow up.<br> B: Why?<br> A: Because you get to meet a lot of people.","I'm not sure if you're serious or not.","87","77","5","5","5","87","3","3","2","78","5","5","5","79","1","2","2","80","1","1","1","81","1","1","1","82","3","2","3","83","4","4","4","85","2","3","3","86","5","5","5","84","4","4","4","{}"
"3A9LA2FRWU65V2MQYG8CMXCM1VMXHP","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3EFVCAY5L62ETRE24B476U61N9S8JR","A2PJBSDDN22XIX","Approved","Thu Jun 23 21:29:55 PDT 2022","Thu Jun 23 21:32:30 PDT 2022","Sun Jun 26 21:32:30 PDT 2022","Sun Jun 26 21:33:14 PDT 2022","","","155","100% (25/25)","100% (25/25)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","106","A: I need a cheap car.<br> B: How much money do you have?<br> A: $1,000.","What kind of car are you looking for? What kind of mileage do you want it to have?","99","A: How much is that one?<br> B: It's two hundred and eighty dollars.","Wow, that is really expensive for a sticker. I was expecting like 100. I am in the UK so that might be why I don't pay that much.","100","A: Dad, I don't have my own car.<br> B: Your mom and I talked to you about this.<br> A: I wasn't paying attention.","what does that have to do with it","101","A: I have an extra ticket to the Beyonce concert on Friday.<br> B: That's nice.<br> A: I was wondering if you want to come with me?","I'm already going on Friday with friends but thank for the offer.","102","A: Look! Mom, that's amazing! I can't believe the girls have so neat movements.<br> B: Yeah, they all received very strict training. A: minute on the stage takes ten-year practice.","Wow that's intense. I hope they love performing and getting paid to do it!","103","A: Have you ever been to the opera before?<br> B: No, but I hear it's very beautiful.<br> A: Is it true that opera is sung in a foreign language?","I'm not sure, but I do know that the word opera was first recorded in the 10th century.","104","A: I have to go to the bathroom.<br> B: You drink too much coffee.<br> A: But I love coffee.","You drink too much coffee.","105","A: I need to stop payment on a check that I wrote.<br> B: Do you have a copy of the check you wrote?<br> A: Yes, I was able to get a digital copy online.","That's not how it works.","107","A: How much per night are we talking about?<br> B: Each night will be $308.","Yeah, that's really high. I would definitely look into finding another place. I'm not sure how it is where you are from, but in my area the cheapest is $44 per person.","108","A: Do you have a cold?<br> B: Yes, I do.<br> A: How did you get it?","I just got it from being around other people at work.","109","99","5","5","4","109","2","1","2","100","5","5","4","101","2","4","1","102","5","5","5","103","4","5","3","104","3","3","3","105","4","4","4","107","2","2","2","108","5","5","5","106","4","4","4","{}"
"3A9LA2FRWU65V2MQYG8CMXCM1VMXHP","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","3DBQWDE4Y9RRPZMLLBPWNHDRVWYN5X","A2ZLJQWCM8KU36","Approved","Thu Jun 30 03:51:26 PDT 2022","Thu Jun 30 03:59:48 PDT 2022","Sun Jul 03 03:59:48 PDT 2022","Fri Jul 01 07:52:04 PDT 2022","","","502","100% (80/80)","100% (80/80)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","106","A: I need a cheap car.<br> B: How much money do you have?<br> A: $1,000.","What kind of car are you looking for? What kind of mileage do you want it to have?","99","A: How much is that one?<br> B: It's two hundred and eighty dollars.","Wow, that is really expensive for a sticker. I was expecting like 100. I am in the UK so that might be why I don't pay that much.","100","A: Dad, I don't have my own car.<br> B: Your mom and I talked to you about this.<br> A: I wasn't paying attention.","what does that have to do with it","101","A: I have an extra ticket to the Beyonce concert on Friday.<br> B: That's nice.<br> A: I was wondering if you want to come with me?","I'm already going on Friday with friends but thank for the offer.","102","A: Look! Mom, that's amazing! I can't believe the girls have so neat movements.<br> B: Yeah, they all received very strict training. A: minute on the stage takes ten-year practice.","Wow that's intense. I hope they love performing and getting paid to do it!","103","A: Have you ever been to the opera before?<br> B: No, but I hear it's very beautiful.<br> A: Is it true that opera is sung in a foreign language?","I'm not sure, but I do know that the word opera was first recorded in the 10th century.","104","A: I have to go to the bathroom.<br> B: You drink too much coffee.<br> A: But I love coffee.","You drink too much coffee.","105","A: I need to stop payment on a check that I wrote.<br> B: Do you have a copy of the check you wrote?<br> A: Yes, I was able to get a digital copy online.","That's not how it works.","107","A: How much per night are we talking about?<br> B: Each night will be $308.","Yeah, that's really high. I would definitely look into finding another place. I'm not sure how it is where you are from, but in my area the cheapest is $44 per person.","108","A: Do you have a cold?<br> B: Yes, I do.<br> A: How did you get it?","I just got it from being around other people at work.","109","99","5","5","5","109","5","5","5","100","4","4","5","101","1","2","1","102","3","3","2","103","5","5","4","104","5","5","5","105","4","4","3","107","1","1","1","108","5","5","5","106","4","4","3","{}"
"3CKVGCS3PIXMOLUV6YV4HXWD0ZIS0A","3D9FS1R54K721L3H6V4K79ZX11V134","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","nlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 07:39:17 PDT 2022","3","BatchId:4767064;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 07:39:17 PDT 2022","","","35H6S234SDTJIEGTMU3FL6R5ZKD651","A3T9WZOUQGE2UW","Approved","Sun Jun 26 08:31:51 PDT 2022","Sun Jun 26 08:53:27 PDT 2022","Wed Jun 29 08:53:27 PDT 2022","Tue Jun 28 19:18:49 PDT 2022","","","1296","100% (9/9)","100% (9/9)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","117","A: I don't like riding the bus.<br> B: Why not?<br> A: Number one, it's too slow.","It's not always about speed. Sometimes convenience is important","110","A: I didn't see the crash itself, but I did see the smoke and everything afterwards from my parents' apartment building.<br> B: that must have been horrible. Did you go out at all that day to see what was going on?<br> A: no, we decided to stay in our apartment. With all the buses out of service and the underground trains at a halt, many people had no choice but to walk home. It was utter chaos.<br> B: did you know anyone who worked in the World Trade Center?<br> A: yes, my uncle's firm had an office in one of the towers.","I'm sorry to hear that. I hope you and your family are doing okay.","111","A: I have a problem.<br> B: Tell me about it.<br> A: I got hired at a restaurant and a clothing store.","That's great! What kind of restaurant is it? Is it a chain or a local place?","112","A: My license plate number came in today.<br> B: Do you like it?<br> A: It's just some random numbers and letters.","That's great! Did you get the plate number or did you have to go to the DMV?","113","A: Tom, is Jenny crying?<br> B: Can you take he away from me?<br> A: I'm just coming for that.<br> B: She kept bothering me.<br> A: She's your sister.What she asked was only duck soup for you.Why can't you be good to her?","She's a good girl.","114","A: Ms. Montgomery? This is Richard Thomas. I'm sorry to bother you at home, but I've got a bit of a problem.<br> B: Oh? What's wrong?","I'm sorry to hear that. I hope you're able to get the help you need to deal with it.","115","A: I'm sorry for being difficult.<br> B: Not at all. We aim to please.<br> A: It's just that this will be my family's home. It has to be right.","I'm sorry.","116","A: I think David is running a fever.<br> B: What should we do? His parents are not here.<br> A: I don't want to give him anything he shouldn't take.","Try a warm bath, that usually does the trick without requiring drugs.","118","A: Thank you for coming so quickly.<br> B: What seems to be the problem?<br> A: All the channels suddenly stopped working.","I'm sorry to hear that.","119","A: What's for dinner?<br> B: I'm not sure.<br> A: How about a pizza?","That sounds good.","120","110","4","5","4","120","4","5","3","111","4","5","4","112","4","5","5","113","3","4","3","114","2","5","2","115","1","5","2","116","2","4","2","118","4","5","4","119","3","4","3","117","2","4","2","{}"
